scheme,seed,frames,precision,recall,f1,mean_iou,tp,fp,fn,clean_resource_rate,mean_occupancy_regret,mean_selected_occupancy,oracle_equivalent_rate,mean_transmitted_bits,mean_link_latency_s,mean_payload_delivery_ratio,latency_budget_exhaustion_rate,channel,ebn0_db
compressed_spectrogram_png,21471711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7671650401261613,1.0,rayleigh,9.0
compressed_spectrogram_png,21472711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7648244724906693,1.0,rayleigh,9.0
compressed_spectrogram_png,21473711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7613579148552732,1.0,rayleigh,9.0
compressed_spectrogram_png,21474711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7651414991793676,1.0,rayleigh,9.0
compressed_spectrogram_png,21475711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7609085777889538,1.0,rayleigh,9.0
compressed_spectrogram_png,21476711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7628717207056667,1.0,rayleigh,9.0
compressed_spectrogram_png,21477711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.761319324550481,1.0,rayleigh,9.0
compressed_spectrogram_png,21478711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7581262354791112,1.0,rayleigh,9.0
compressed_spectrogram_png,21479711,100,0.0,0.0,0.0,0.0,0,0,54,0.64,0.013572677038609982,0.016210954636335373,0.52,970144.0,0.2493679999999995,0.7672353318821693,1.0,rayleigh,9.0
hard_semantic,22260711,100,0.4864864864864865,0.3333333333333333,0.3956043956043956,0.5082635564936532,18,19,36,0.88,0.003816099837422371,0.006454376969486475,0.8,4468.24,0.00288568,0.61,0.0,rician,3.0
hard_semantic,22261711,100,0.4897959183673469,0.4444444444444444,0.46601941747572817,0.4542491286993027,24,25,30,0.92,0.0016087315743789077,0.004247009288519621,0.84,4186.0,0.0026516,0.66,0.0,rician,3.0
hard_semantic,22262711,100,0.4318181818181818,0.35185185185185186,0.3877551020408163,0.4389124638155887,19,25,35,0.84,0.0026538034435361624,0.00529208080843091,0.76,4336.08,0.0028907199999999994,0.63,0.0,rician,3.0
