scheme,packet_loss,ber,trials,mean_bits_per_frame,compression_vs_spectrogram8,compression_vs_iq12,mean_true_occupancy,mean_throughput_score,oracle_gap,mean_regret_occupancy,mean_net_utility,clean_channel_rate,low_interference_rate,oracle_equivalent_rate,exact_oracle_channel_rate,switch_rate
spectrogram8_partial,0.0,0.0,3,655360.0,0.20000000000000004,36.62109375,0.005378473239640395,0.9946215152740479,0.001467795033628742,0.001467795188849171,0.9913826187451681,0.9333333333333335,0.9944444444444445,0.9288888888888889,0.8144444444444444,0.647777775923411
spectrogram8_rep3_partial,0.0,0.0,3,1966080.0,0.06666666666666667,12.20703125,0.0053785306711991625,0.9946214556694031,0.0014678523875772953,0.0014678523099670808,0.9913742343584696,0.9333333333333335,0.9944444444444445,0.9288888888888889,0.8183333333333334,0.6494444410006205
fixed_ch0,0.0,1e-05,3,0.0,0.0,0.0,0.020783378432194393,0.9792165954907736,0.016587290912866592,0.01658728967110316,0.9792165954907736,0.6716666666666667,0.9722222222222223,0.4672222222222222,0.37833333333333335,0.0
iq12_gate,0.0,1e-05,3,96000000.0,0.0013653333333333336,0.25,0.018740417435765266,0.9812595645586649,0.014544330226878325,0.01454432929555575,0.977890153725942,0.6816666666666666,0.9766666666666666,0.4361111111111111,0.34888888888888886,0.6738889018694559
iq12_partial,0.0,1e-05,3,120000000.0,0.0010922666666666667,0.20000000000000004,0.0053493416247268515,0.994650642077128,0.0011532540471913915,0.0011532538725684087,0.9914839665095011,0.923888888888889,0.9966666666666667,0.9249999999999999,0.8083333333333332,0.6333333253860474
oracle,0.0,1e-05,3,0.0,0.0,0.0,0.004196087829768658,0.9958038727442423,0.0,0.0,0.9926650126775106,0.9338888888888889,1.0,1.0,1.0,0.6277777751286825
random,0.0,1e-05,3,0.0,0.0,0.0,0.01854696248968442,0.9814530412356058,0.01435087559123834,0.014350874349474907,0.9780752261479696,0.6988888888888889,0.9777777777777779,0.465,0.35833333333333334,0.6755555470784506
semantic_hard,0.0,1e-05,3,1050.52,124.77818783914176,22847.568574061603,0.005222566115359466,0.9947774211565653,0.0010264782273831468,0.001026478101266548,0.9915802081425985,0.9261111111111111,0.9972222222222222,0.9294444444444445,0.8122222222222222,0.6394444306691488
semantic_hard_rep3,0.0,1e-05,3,3151.56,41.592729279713915,7615.856191353866,0.0052400012500584126,0.994759996732076,0.0010439135076012462,0.0010439133911859244,0.9915655255317688,0.9261111111111111,0.9972222222222222,0.9288888888888889,0.8022222222222223,0.6388888756434122
semantic_soft,0.0,1e-05,3,1312.711111111111,99.87248930530028,18287.198969476365,0.005248562122384707,0.9947514136632284,0.0010524742732134957,0.0010524741762007277,0.9915597240130106,0.9249999999999999,0.9972222222222222,0.9283333333333333,0.8005555555555556,0.6383333206176758
semantic_soft_rep3,0.0,1e-05,3,3938.133333333333,33.290829768433426,6095.732989825457,0.005252317835887273,0.9947477181752523,0.001056230200144152,0.0010562300449237227,0.9915392994880676,0.9255555555555555,0.9972222222222222,0.9277777777777777,0.8127777777777778,0.6416666507720947
spectrogram8_gate,0.0,1e-05,3,524288.0,0.25,45.7763671875,0.014130324746171633,0.9858697255452474,0.009934237226843834,0.009934236916402975,0.9826641281445821,0.7594444444444445,0.9844444444444443,0.5777777777777777,0.48166666666666663,0.6411111156145731
spectrogram8_partial,0.0,1e-05,3,655360.0,0.20000000000000004,36.62109375,0.005509387546529372,0.9944906036059061,0.0013132997749683757,0.0013132996585530539,0.9913599888483683,0.9216666666666667,0.9966666666666666,0.9199999999999999,0.8083333333333332,0.626111110051473
spectrogram8_rep3_partial,0.0,1e-05,3,1966080.0,0.06666666666666667,12.20703125,0.005226170799384515,0.9947738448778788,0.0010300830860311787,0.001030082901706919,0.9915738105773926,0.9261111111111111,0.9972222222222222,0.9288888888888889,0.8111111111111112,0.6399999856948853
fixed_ch0,0.0,0.0001,3,0.0,0.0,0.0,0.020546068126956623,0.9794539014498392,0.016753564899166424,0.016753564899166424,0.9794539014498392,0.6838888888888889,0.9722222222222223,0.4511111111111111,0.3711111111111111,0.0
iq12_gate,0.0,0.0001,3,96000000.0,0.0013653333333333336,0.25,0.01944560433427493,0.9805544018745422,0.01565309955428044,0.015653100175162155,0.9772238532702128,0.6916666666666665,0.9694444444444444,0.43,0.33166666666666667,0.6661111116409302
iq12_partial,0.0,0.0001,3,120000000.0,0.0010922666666666667,0.20000000000000004,0.005908824658642213,0.9940911531448364,0.002116320848775407,0.0021163210039958358,0.9907550017038981,0.9194444444444446,0.9961111111111111,0.8672222222222222,0.7366666666666667,0.6672222216924032
oracle,0.0,0.0001,3,0.0,0.0,0.0,0.003792503538231055,0.9962075352668762,0.0,0.0,0.9929324587186178,0.9483333333333333,1.0,1.0,1.0,0.6549999912579855
